"SUBJECT","YEAR_ID","MONTH_ID","REGION_ZONE_NAME","PROVINCE_FULLNAME","ENTREPRENEUR","ENTRE_SECTIONID","OIL_NAME_ENG","OIL_NAME_THAI","QTY","UNIT","DATAOWNER"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,6,"ภาคใต้","ตรัง","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,6,"ภาคใต้","ตรัง","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,6,"ภาคใต้","ตรัง","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",64,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,6,"ภาคใต้","ตรัง","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",45.98,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,6,"ภาคใต้","ตรัง","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",43.02,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",63,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",24.03,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,7,"ภาคใต้","ตรัง","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",19.03,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",66,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,8,"ภาคใต้","ตรัง","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",44.05,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",57,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",31.98,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",26.04,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,9,"ภาคใต้","ตรัง","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",139.48,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",4.04,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,1,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",24,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",174.06,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,10,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",19,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",173.78,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",20,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,11,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",226.18,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",19,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,12,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",167.17,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",20,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,2,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",3.02,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",170.81,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,3,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",25,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",23,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",183.9,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,4,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","ไทยออยล์","ม.7","ULG","น้ำมันเบนซิน",21,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","ไซโนเปค ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","ปตท. บริหารธุรกิจค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","เชลล์แห่งประเทศไทย","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","สยามเฆมี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","ปตท.","ม.7","ULG","น้ำมันเบนซิน",4,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","ปตท. น้ำมันและการค้าปลีก","ม.7","ULG","น้ำมันเบนซิน",137.72,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","ซัสโก้","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,5,"ภาคตะวันออก","ตราด","พีทีจี เอ็นเนอยี","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
"ปริมาณการจำหน่ายน้ำมันเบนซิน",2564,6,"ภาคตะวันออก","ตราด","เชฟรอน (ไทย)","ม.7","ULG","น้ำมันเบนซิน",0,"พันลิตรต่อเดือน","กรมธุรกิจพลังงาน"
